Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
19761578,SA_0000001413,COUNTRY,AFG,YEAR,2016,SEX,FMLE,,,,,,,0.3,,,,,2018-08-30T15:09:48Z,2016,2016-01-01,2016-12-31
19761579,SA_0000001413,COUNTRY,AFG,YEAR,2016,SEX,BTSX,,,,,,,0.7,,,,,2018-08-30T15:09:48Z,2016,2016-01-01,2016-12-31
19761580,SA_0000001413,COUNTRY,AFG,YEAR,2016,SEX,MLE,,,,,,,1,,,,,2018-08-30T15:09:48Z,2016,2016-01-01,2016-12-31
19761581,SA_0000001413,COUNTRY,AGO,YEAR,2016,SEX,FMLE,,,,,,,34.3,,,,,2018-08-30T15:09:48Z,2016,2016-01-01,2016-12-31
19761582,SA_0000001413,COUNTRY,AGO,YEAR,2016,SEX,BTSX,,,,,,,47.7,,,,,2018-08-30T15:09:48Z,2016,2016-01-01,2016-12-31
19761583,SA_0000001413,COUNTRY,AGO,YEAR,2016,SEX,MLE,,,,,,,61.6,,,,,2018-08-30T15:09:48Z,2016,2016-01-01,2016-12-31
19761584,SA_0000001413,COUNTRY,ALB,YEAR,2016,SEX,MLE,,,,,,,65,,,,,2018-08-30T15:09:48Z,2016,2016-01-01,2016-12-31
19761585,SA_0000001413,COUNTRY,ALB,YEAR,2016,SEX,BTSX,,,,,,,51,,,,,2018-08-30T15:09:49Z,2016,2016-01-01,2016-12-31
19761586,SA_0000001413,COUNTRY,ALB,YEAR,2016,SEX,FMLE,,,,,,,37.6,,,,,2018-08-30T15:09:49Z,2016,2016-01-01,2016-12-31
19761587,SA_0000001413,COUNTRY,AND,YEAR,2016,SEX,BTSX,,,,,,,74.6,,,,,2018-08-30T15:09:49Z,2016,2016-01-01,2016-12-31
19761588,SA_0000001413,COUNTRY,AND,YEAR,2016,SEX,FMLE,,,,,,,64.3,,,,,2018-08-30T15:09:49Z,2016,2016-01-01,2016-12-31
19761589,SA_0000001413,COUNTRY,AND,YEAR,2016,SEX,MLE,,,,,,,85.2,,,,,2018-08-30T15:09:49Z,2016,2016-01-01,2016-12-31
19761590,SA_0000001413,COUNTRY,ARE,YEAR,2016,SEX,FMLE,,,,,,,7.9,,,,,2018-08-30T15:09:49Z,2016,2016-01-01,2016-12-31
19761591,SA_0000001413,COUNTRY,ARE,YEAR,2016,SEX,BTSX,,,,,,,18.5,,,,,2018-08-30T15:09:49Z,2016,2016-01-01,2016-12-31
19761592,SA_0000001413,COUNTRY,ARE,YEAR,2016,SEX,MLE,,,,,,,21.7,,,,,2018-08-30T15:09:49Z,2016,2016-01-01,2016-12-31
19761593,SA_0000001413,COUNTRY,ARG,YEAR,2016,SEX,BTSX,,,,,,,67.4,,,,,2018-08-30T15:09:49Z,2016,2016-01-01,2016-12-31
19761594,SA_0000001413,COUNTRY,ARG,YEAR,2016,SEX,FMLE,,,,,,,55.7,,,,,2018-08-30T15:09:49Z,2016,2016-01-01,2016-12-31
19761595,SA_0000001413,COUNTRY,ARG,YEAR,2016,SEX,MLE,,,,,,,79.9,,,,,2018-08-30T15:09:49Z,2016,2016-01-01,2016-12-31
19761596,SA_0000001413,COUNTRY,ARM,YEAR,2016,SEX,BTSX,,,,,,,26,,,,,2018-08-30T15:09:49Z,2016,2016-01-01,2016-12-31
19761597,SA_0000001413,COUNTRY,ARM,YEAR,2016,SEX,MLE,,,,,,,38,,,,,2018-08-30T15:09:49Z,2016,2016-01-01,2016-12-31
19761598,SA_0000001413,COUNTRY,ARM,YEAR,2016,SEX,FMLE,,,,,,,16.2,,,,,2018-08-30T15:09:49Z,2016,2016-01-01,2016-12-31
19761599,SA_0000001413,COUNTRY,ATG,YEAR,2016,SEX,MLE,,,,,,,63.9,,,,,2018-08-30T15:09:49Z,2016,2016-01-01,2016-12-31
19761600,SA_0000001413,COUNTRY,ATG,YEAR,2016,SEX,BTSX,,,,,,,49.4,,,,,2018-08-30T15:09:49Z,2016,2016-01-01,2016-12-31
19761601,SA_0000001413,COUNTRY,ATG,YEAR,2016,SEX,FMLE,,,,,,,36.5,,,,,2018-08-30T15:09:49Z,2016,2016-01-01,2016-12-31
19761602,SA_0000001413,COUNTRY,AUS,YEAR,2016,SEX,BTSX,,,,,,,79.4,,,,,2018-08-30T15:09:49Z,2016,2016-01-01,2016-12-31
19761603,SA_0000001413,COUNTRY,AUS,YEAR,2016,SEX,MLE,,,,,,,88.3,,,,,2018-08-30T15:09:49Z,2016,2016-01-01,2016-12-31
19761604,SA_0000001413,COUNTRY,AUS,YEAR,2016,SEX,FMLE,,,,,,,70.6,,,,,2018-08-30T15:09:49Z,2016,2016-01-01,2016-12-31
19761605,SA_0000001413,COUNTRY,AUT,YEAR,2016,SEX,BTSX,,,,,,,78.1,,,,,2018-08-30T15:09:49Z,2016,2016-01-01,2016-12-31
19761606,SA_0000001413,COUNTRY,AUT,YEAR,2016,SEX,MLE,,,,,,,87.7,,,,,2018-08-30T15:09:49Z,2016,2016-01-01,2016-12-31
19761607,SA_0000001413,COUNTRY,AUT,YEAR,2016,SEX,FMLE,,,,,,,68.9,,,,,2018-08-30T15:09:49Z,2016,2016-01-01,2016-12-31
19761608,SA_0000001413,COUNTRY,AZE,YEAR,2016,SEX,BTSX,,,,,,,21.9,,,,,2018-08-30T15:09:49Z,2016,2016-01-01,2016-12-31
19761609,SA_0000001413,COUNTRY,AZE,YEAR,2016,SEX,MLE,,,,,,,31.6,,,,,2018-08-30T15:09:49Z,2016,2016-01-01,2016-12-31
19761610,SA_0000001413,COUNTRY,AZE,YEAR,2016,SEX,FMLE,,,,,,,12.8,,,,,2018-08-30T15:09:49Z,2016,2016-01-01,2016-12-31
19761611,SA_0000001413,COUNTRY,BDI,YEAR,2016,SEX,BTSX,,,,,,,31.6,,,,,2018-08-30T15:09:49Z,2016,2016-01-01,2016-12-31
19761612,SA_0000001413,COUNTRY,BDI,YEAR,2016,SEX,FMLE,,,,,,,20,,,,,2018-08-30T15:09:49Z,2016,2016-01-01,2016-12-31
19761613,SA_0000001413,COUNTRY,BDI,YEAR,2016,SEX,MLE,,,,,,,43.7,,,,,2018-08-30T15:09:49Z,2016,2016-01-01,2016-12-31
19761614,SA_0000001413,COUNTRY,BEL,YEAR,2016,SEX,MLE,,,,,,,86.6,,,,,2018-08-30T15:09:49Z,2016,2016-01-01,2016-12-31
