Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
19757280,SA_0000001409,COUNTRY,DOM,YEAR,2016,SEX,FMLE,,,,,,,45.5,,,,,2018-08-24T12:29:53Z,2016,2016-01-01,2016-12-31
19757281,SA_0000001409,COUNTRY,PAN,YEAR,2016,SEX,BTSX,,,,,,,19.5,,,,,2018-08-24T12:29:53Z,2016,2016-01-01,2016-12-31
19757282,SA_0000001409,COUNTRY,PAN,YEAR,2016,SEX,FMLE,,,,,,,28.5,,,,,2018-08-24T12:29:53Z,2016,2016-01-01,2016-12-31
19757283,SA_0000001409,COUNTRY,AFG,YEAR,2016,SEX,BTSX,,,,,,,99.1,,,,,2018-08-24T12:29:53Z,2016,2016-01-01,2016-12-31
19757284,SA_0000001409,COUNTRY,VEN,YEAR,2016,SEX,MLE,,,,,,,15.5,,,,,2018-08-24T12:29:53Z,2016,2016-01-01,2016-12-31
19757285,SA_0000001409,COUNTRY,MAR,YEAR,2016,SEX,MLE,,,,,,,91.6,,,,,2018-08-24T12:29:53Z,2016,2016-01-01,2016-12-31
19757286,SA_0000001409,COUNTRY,OMN,YEAR,2016,SEX,MLE,,,,,,,81.5,,,,,2018-08-24T12:29:53Z,2016,2016-01-01,2016-12-31
19757287,SA_0000001409,COUNTRY,SUR,YEAR,2016,SEX,BTSX,,,,,,,34.1,,,,,2018-08-24T12:29:53Z,2016,2016-01-01,2016-12-31
19757288,SA_0000001409,COUNTRY,VCT,YEAR,2016,SEX,BTSX,,,,,,,29,,,,,2018-08-24T12:29:53Z,2016,2016-01-01,2016-12-31
19757289,SA_0000001409,COUNTRY,GUY,YEAR,2016,SEX,FMLE,,,,,,,50,,,,,2018-08-24T12:29:53Z,2016,2016-01-01,2016-12-31
19757290,SA_0000001409,COUNTRY,AND,YEAR,2016,SEX,MLE,,,,,,,5,,,,,2018-08-24T12:29:53Z,2016,2016-01-01,2016-12-31
19757291,SA_0000001409,COUNTRY,GUY,YEAR,2016,SEX,BTSX,,,,,,,36.3,,,,,2018-08-24T12:29:53Z,2016,2016-01-01,2016-12-31
19757292,SA_0000001409,COUNTRY,DMA,YEAR,2016,SEX,FMLE,,,,,,,42.5,,,,,2018-08-24T12:29:53Z,2016,2016-01-01,2016-12-31
19757293,SA_0000001409,COUNTRY,DNK,YEAR,2016,SEX,BTSX,,,,,,,10.7,,,,,2018-08-24T12:29:53Z,2016,2016-01-01,2016-12-31
19757294,SA_0000001409,COUNTRY,DNK,YEAR,2016,SEX,FMLE,,,,,,,16.1,,,,,2018-08-24T12:29:53Z,2016,2016-01-01,2016-12-31
19757295,SA_0000001409,COUNTRY,CAN,YEAR,2016,SEX,MLE,,,,,,,6,,,,,2018-08-24T12:29:53Z,2016,2016-01-01,2016-12-31
19757296,SA_0000001409,COUNTRY,CAN,YEAR,2016,SEX,FMLE,,,,,,,18.2,,,,,2018-08-24T12:29:53Z,2016,2016-01-01,2016-12-31
19757297,SA_0000001409,COUNTRY,ITA,YEAR,2016,SEX,BTSX,,,,,,,27.4,,,,,2018-08-24T12:29:53Z,2016,2016-01-01,2016-12-31
19757298,SA_0000001409,COUNTRY,KAZ,YEAR,2016,SEX,BTSX,,,,,,,31.5,,,,,2018-08-24T12:29:53Z,2016,2016-01-01,2016-12-31
19757299,SA_0000001409,COUNTRY,KAZ,YEAR,2016,SEX,FMLE,,,,,,,43.5,,,,,2018-08-24T12:29:53Z,2016,2016-01-01,2016-12-31
19757300,SA_0000001409,COUNTRY,LUX,YEAR,2016,SEX,MLE,,,,,,,1.6,,,,,2018-08-24T12:29:53Z,2016,2016-01-01,2016-12-31
19757301,SA_0000001409,COUNTRY,UGA,YEAR,2016,SEX,MLE,,,,,,,32.5,,,,,2018-08-24T12:29:53Z,2016,2016-01-01,2016-12-31
19757302,SA_0000001409,COUNTRY,POL,YEAR,2016,SEX,MLE,,,,,,,6.5,,,,,2018-08-24T12:29:53Z,2016,2016-01-01,2016-12-31
19757303,SA_0000001409,COUNTRY,PRT,YEAR,2016,SEX,BTSX,,,,,,,12.6,,,,,2018-08-24T12:29:53Z,2016,2016-01-01,2016-12-31
19757304,SA_0000001409,COUNTRY,TGO,YEAR,2016,SEX,MLE,,,,,,,59.7,,,,,2018-08-24T12:29:53Z,2016,2016-01-01,2016-12-31
19757305,SA_0000001409,COUNTRY,SYC,YEAR,2016,SEX,MLE,,,,,,,12.7,,,,,2018-08-24T12:29:53Z,2016,2016-01-01,2016-12-31
19757306,SA_0000001409,COUNTRY,CHE,YEAR,2016,SEX,FMLE,,,,,,,11.4,,,,,2018-08-24T12:29:53Z,2016,2016-01-01,2016-12-31
19757307,SA_0000001409,COUNTRY,CHE,YEAR,2016,SEX,MLE,,,,,,,3.5,,,,,2018-08-24T12:29:53Z,2016,2016-01-01,2016-12-31
19757308,SA_0000001409,COUNTRY,GBR,YEAR,2016,SEX,FMLE,,,,,,,16.4,,,,,2018-08-24T12:29:53Z,2016,2016-01-01,2016-12-31
19757309,SA_0000001409,COUNTRY,NER,YEAR,2016,SEX,BTSX,,,,,,,75.2,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757310,SA_0000001409,COUNTRY,NAM,YEAR,2016,SEX,MLE,,,,,,,38.9,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757311,SA_0000001409,COUNTRY,IDN,YEAR,2016,SEX,MLE,,,,,,,42.6,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757312,SA_0000001409,COUNTRY,THA,YEAR,2016,SEX,BTSX,,,,,,,34.5,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757313,SA_0000001409,COUNTRY,THA,YEAR,2016,SEX,FMLE,,,,,,,47.6,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757314,SA_0000001409,COUNTRY,MWI,YEAR,2016,SEX,BTSX,,,,,,,63.2,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757315,SA_0000001409,COUNTRY,COK,YEAR,2016,SEX,BTSX,,,,,,,24,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757316,SA_0000001409,COUNTRY,COK,YEAR,2016,SEX,FMLE,,,,,,,34.4,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757317,SA_0000001409,COUNTRY,MHL,YEAR,2016,SEX,BTSX,,,,,,,.,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757318,SA_0000001409,COUNTRY,GNB,YEAR,2016,SEX,FMLE,,,,,,,76.8,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757319,SA_0000001409,COUNTRY,GNB,YEAR,2016,SEX,BTSX,,,,,,,66.1,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757320,SA_0000001409,COUNTRY,PLW,YEAR,2016,SEX,BTSX,,,,,,,.,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757321,SA_0000001409,COUNTRY,WSM,YEAR,2016,SEX,MLE,,,,,,,49.7,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757322,SA_0000001409,COUNTRY,SGP,YEAR,2016,SEX,BTSX,,,,,,,6.7,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757323,SA_0000001409,COUNTRY,ERI,YEAR,2016,SEX,FMLE,,,,,,,80.8,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757324,SA_0000001409,COUNTRY,ERI,YEAR,2016,SEX,BTSX,,,,,,,68.1,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757325,SA_0000001409,COUNTRY,COM,YEAR,2016,SEX,FMLE,,,,,,,96.9,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757326,SA_0000001409,COUNTRY,TCD,YEAR,2016,SEX,FMLE,,,,,,,82.4,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757327,SA_0000001409,COUNTRY,TCD,YEAR,2016,SEX,BTSX,,,,,,,72.7,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757328,SA_0000001409,COUNTRY,BFA,YEAR,2016,SEX,MLE,,,,,,,47.2,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757329,SA_0000001409,COUNTRY,BFA,YEAR,2016,SEX,FMLE,,,,,,,69.3,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757330,SA_0000001409,COUNTRY,JOR,YEAR,2016,SEX,BTSX,,,,,,,93.9,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757331,SA_0000001409,COUNTRY,IRQ,YEAR,2016,SEX,MLE,,,,,,,90.5,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757332,SA_0000001409,COUNTRY,SDN,YEAR,2016,SEX,FMLE,,,,,,,97.8,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757333,SA_0000001409,COUNTRY,SDN,YEAR,2016,SEX,MLE,,,,,,,92.7,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757334,SA_0000001409,COUNTRY,AND,YEAR,2016,SEX,FMLE,,,,,,,15.6,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757335,SA_0000001409,COUNTRY,BEL,YEAR,2016,SEX,FMLE,,,,,,,14.2,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757336,SA_0000001409,COUNTRY,BIH,YEAR,2016,SEX,FMLE,,,,,,,39.2,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757337,SA_0000001409,COUNTRY,GRC,YEAR,2016,SEX,BTSX,,,,,,,15,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757338,SA_0000001409,COUNTRY,GRC,YEAR,2016,SEX,FMLE,,,,,,,22,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757339,SA_0000001409,COUNTRY,MLT,YEAR,2016,SEX,BTSX,,,,,,,17.2,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757340,SA_0000001409,COUNTRY,SRB,YEAR,2016,SEX,MLE,,,,,,,9.1,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757342,SA_0000001409,COUNTRY,GBR,YEAR,2016,SEX,MLE,,,,,,,5.3,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757343,SA_0000001409,COUNTRY,IDN,YEAR,2016,SEX,FMLE,,,,,,,71.8,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757344,SA_0000001409,COUNTRY,TLS,YEAR,2016,SEX,FMLE,,,,,,,72.6,,,,,2018-08-24T12:29:54Z,2016,2016-01-01,2016-12-31
19757345,SA_0000001409,COUNTRY,MHL,YEAR,2016,SEX,FMLE,,,,,,,.,,,,,2018-08-24T12:29:55Z,2016,2016-01-01,2016-12-31
19757346,SA_0000001409,COUNTRY,NIU,YEAR,2016,SEX,BTSX,,,,,,,41.3,,,,,2018-08-24T12:29:55Z,2016,2016-01-01,2016-12-31
19757347,SA_0000001409,COUNTRY,VNM,YEAR,2016,SEX,MLE,,,,,,,24.1,,,,,2018-08-24T12:29:55Z,2016,2016-01-01,2016-12-31
19757348,SA_0000001409,COUNTRY,MLI,YEAR,2016,SEX,MLE,,,,,,,63.5,,,,,2018-08-24T12:29:55Z,2016,2016-01-01,2016-12-31
19757349,SA_0000001409,COUNTRY,SEN,YEAR,2016,SEX,BTSX,,,,,,,74.3,,,,,2018-08-24T12:29:55Z,2016,2016-01-01,2016-12-31
19757350,SA_0000001409,COUNTRY,SLE,YEAR,2016,SEX,FMLE,,,,,,,74.6,,,,,2018-08-24T12:29:55Z,2016,2016-01-01,2016-12-31
19757351,SA_0000001409,COUNTRY,ZWE,YEAR,2016,SEX,MLE,,,,,,,58.4,,,,,2018-08-24T12:29:55Z,2016,2016-01-01,2016-12-31
19757352,SA_0000001409,COUNTRY,BRB,YEAR,2016,SEX,FMLE,,,,,,,35.3,,,,,2018-08-24T12:29:55Z,2016,2016-01-01,2016-12-31
