Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
19836221,SA_0000001819,COUNTRY,AFG,YEAR,2016,SEX,FMLE,,,,,,,0 [0-0],0,0,0,,2018-09-06T09:09:42Z,2016,2016-01-01,2016-12-31
19836222,SA_0000001819,COUNTRY,AFG,YEAR,2016,SEX,BTSX,,,,,,,0 [0-0],0,0,0,,2018-09-06T09:09:42Z,2016,2016-01-01,2016-12-31
19836223,SA_0000001819,COUNTRY,AFG,YEAR,2016,SEX,MLE,,,,,,,0 [0-0],0,0,0,,2018-09-06T09:09:42Z,2016,2016-01-01,2016-12-31
19836224,SA_0000001819,COUNTRY,AGO,YEAR,2016,SEX,FMLE,,,,,,,14.8 [12.7-16.5],14.8,12.7,16.5,,2018-09-06T09:09:42Z,2016,2016-01-01,2016-12-31
19836225,SA_0000001819,COUNTRY,AGO,YEAR,2016,SEX,BTSX,,,,,,,28.4 [26.5-29.9],28.4,26.5,29.9,,2018-09-06T09:09:42Z,2016,2016-01-01,2016-12-31
19836226,SA_0000001819,COUNTRY,AGO,YEAR,2016,SEX,MLE,,,,,,,42.1 [40.3-43.4],42.1,40.3,43.4,,2018-09-06T09:09:42Z,2016,2016-01-01,2016-12-31
19836227,SA_0000001819,COUNTRY,ALB,YEAR,2016,SEX,FMLE,,,,,,,7.2 [6.1-8.4],7.2,6.1,8.4,,2018-09-06T09:09:42Z,2016,2016-01-01,2016-12-31
19836228,SA_0000001819,COUNTRY,ALB,YEAR,2016,SEX,BTSX,,,,,,,20.7 [18.8-22.5],20.7,18.8,22.5,,2018-09-06T09:09:42Z,2016,2016-01-01,2016-12-31
19836229,SA_0000001819,COUNTRY,ALB,YEAR,2016,SEX,MLE,,,,,,,33.5 [30.9-35.9],33.5,30.9,35.9,,2018-09-06T09:09:42Z,2016,2016-01-01,2016-12-31
19836230,SA_0000001819,COUNTRY,AND,YEAR,2016,SEX,FMLE,,,,,,,15.3 [13.6-17.2],15.3,13.6,17.2,,2018-09-06T09:09:42Z,2016,2016-01-01,2016-12-31
19836231,SA_0000001819,COUNTRY,AND,YEAR,2016,SEX,BTSX,,,,,,,34.1 [31.7-36.4],34.1,31.7,36.4,,2018-09-06T09:09:42Z,2016,2016-01-01,2016-12-31
19836232,SA_0000001819,COUNTRY,AND,YEAR,2016,SEX,MLE,,,,,,,51.3 [48.3-54.1],51.3,48.3,54.1,,2018-09-06T09:09:42Z,2016,2016-01-01,2016-12-31
19836233,SA_0000001819,COUNTRY,ARE,YEAR,2016,SEX,FMLE,,,,,,,0.5 [0.4-0.7],0.5,0.4,0.7,,2018-09-06T09:09:42Z,2016,2016-01-01,2016-12-31
19836234,SA_0000001819,COUNTRY,ARE,YEAR,2016,SEX,BTSX,,,,,,,3.1 [2.5-3.7],3.1,2.5,3.7,,2018-09-06T09:09:42Z,2016,2016-01-01,2016-12-31
19836235,SA_0000001819,COUNTRY,ARE,YEAR,2016,SEX,MLE,,,,,,,4.7 [3.8-5.7],4.7,3.8,5.7,,2018-09-06T09:09:42Z,2016,2016-01-01,2016-12-31
19836236,SA_0000001819,COUNTRY,ARG,YEAR,2016,SEX,FMLE,,,,,,,7.7 [5.9-9.9],7.7,5.9,9.9,,2018-09-06T09:09:42Z,2016,2016-01-01,2016-12-31
19836237,SA_0000001819,COUNTRY,ARG,YEAR,2016,SEX,BTSX,,,,,,,22 [18.4-25.8],22,18.4,25.8,,2018-09-06T09:09:42Z,2016,2016-01-01,2016-12-31
19836238,SA_0000001819,COUNTRY,ARG,YEAR,2016,SEX,MLE,,,,,,,35.8 [30.4-41.1],35.8,30.4,41.1,,2018-09-06T09:09:42Z,2016,2016-01-01,2016-12-31
19836239,SA_0000001819,COUNTRY,ARM,YEAR,2016,SEX,FMLE,,,,,,,2.1 [1.8-2.4],2.1,1.8,2.4,,2018-09-06T09:09:42Z,2016,2016-01-01,2016-12-31
19836240,SA_0000001819,COUNTRY,ARM,YEAR,2016,SEX,BTSX,,,,,,,8.1 [7.4-8.9],8.1,7.4,8.9,,2018-09-06T09:09:42Z,2016,2016-01-01,2016-12-31
19836241,SA_0000001819,COUNTRY,ARM,YEAR,2016,SEX,MLE,,,,,,,14 [12.9-15.1],14,12.9,15.1,,2018-09-06T09:09:42Z,2016,2016-01-01,2016-12-31
19836242,SA_0000001819,COUNTRY,ATG,YEAR,2016,SEX,FMLE,,,,,,,6.9 [5.8-8],6.9,5.8,8,,2018-09-06T09:09:42Z,2016,2016-01-01,2016-12-31
19836243,SA_0000001819,COUNTRY,ATG,YEAR,2016,SEX,BTSX,,,,,,,19.7 [17.9-21.4],19.7,17.9,21.4,,2018-09-06T09:09:42Z,2016,2016-01-01,2016-12-31
19836244,SA_0000001819,COUNTRY,ATG,YEAR,2016,SEX,MLE,,,,,,,32.3 [29.8-34.5],32.3,29.8,34.5,,2018-09-06T09:09:42Z,2016,2016-01-01,2016-12-31
19836245,SA_0000001819,COUNTRY,AUS,YEAR,2016,SEX,FMLE,,,,,,,19.5 [16.1-23.1],19.5,16.1,23.1,,2018-09-06T09:09:42Z,2016,2016-01-01,2016-12-31
19836246,SA_0000001819,COUNTRY,AUS,YEAR,2016,SEX,BTSX,,,,,,,38.9 [34.8-42.9],38.9,34.8,42.9,,2018-09-06T09:09:42Z,2016,2016-01-01,2016-12-31
19836247,SA_0000001819,COUNTRY,AUS,YEAR,2016,SEX,MLE,,,,,,,57.2 [52.4-61.5],57.2,52.4,61.5,,2018-09-06T09:09:42Z,2016,2016-01-01,2016-12-31
19836248,SA_0000001819,COUNTRY,AUT,YEAR,2016,SEX,FMLE,,,,,,,18.1 [16.1-20.3],18.1,16.1,20.3,,2018-09-06T09:09:42Z,2016,2016-01-01,2016-12-31
19836249,SA_0000001819,COUNTRY,AUT,YEAR,2016,SEX,BTSX,,,,,,,37.1 [34.6-39.6],37.1,34.6,39.6,,2018-09-06T09:09:42Z,2016,2016-01-01,2016-12-31
19836250,SA_0000001819,COUNTRY,AUT,YEAR,2016,SEX,MLE,,,,,,,55.4 [52.4-58.2],55.4,52.4,58.2,,2018-09-06T09:09:42Z,2016,2016-01-01,2016-12-31
19836251,SA_0000001819,COUNTRY,AZE,YEAR,2016,SEX,FMLE,,,,,,,1.2 [1-1.4],1.2,1,1.4,,2018-09-06T09:09:42Z,2016,2016-01-01,2016-12-31
19836252,SA_0000001819,COUNTRY,AZE,YEAR,2016,SEX,BTSX,,,,,,,5.6 [4.9-6.2],5.6,4.9,6.2,,2018-09-06T09:09:42Z,2016,2016-01-01,2016-12-31
19836253,SA_0000001819,COUNTRY,AZE,YEAR,2016,SEX,MLE,,,,,,,9.4 [8.4-10.4],9.4,8.4,10.4,,2018-09-06T09:09:43Z,2016,2016-01-01,2016-12-31
19836254,SA_0000001819,COUNTRY,BDI,YEAR,2016,SEX,FMLE,,,,,,,3.3 [2.9-3.8],3.3,2.9,3.8,,2018-09-06T09:09:43Z,2016,2016-01-01,2016-12-31
19836255,SA_0000001819,COUNTRY,BDI,YEAR,2016,SEX,BTSX,,,,,,,11 [10.2-11.8],11,10.2,11.8,,2018-09-06T09:09:43Z,2016,2016-01-01,2016-12-31
19836256,SA_0000001819,COUNTRY,BDI,YEAR,2016,SEX,MLE,,,,,,,18.9 [17.7-20.1],18.9,17.7,20.1,,2018-09-06T09:09:43Z,2016,2016-01-01,2016-12-31
19836257,SA_0000001819,COUNTRY,BEL,YEAR,2016,SEX,FMLE,,,,,,,17 [15.1-19],17,15.1,19,,2018-09-06T09:09:43Z,2016,2016-01-01,2016-12-31
19836258,SA_0000001819,COUNTRY,BEL,YEAR,2016,SEX,BTSX,,,,,,,35.8 [33.4-38.3],35.8,33.4,38.3,,2018-09-06T09:09:43Z,2016,2016-01-01,2016-12-31
19836259,SA_0000001819,COUNTRY,BEL,YEAR,2016,SEX,MLE,,,,,,,53.8 [50.9-56.6],53.8,50.9,56.6,,2018-09-06T09:09:43Z,2016,2016-01-01,2016-12-31
19836260,SA_0000001819,COUNTRY,BEN,YEAR,2016,SEX,FMLE,,,,,,,1.4 [1.2-1.7],1.4,1.2,1.7,,2018-09-06T09:09:43Z,2016,2016-01-01,2016-12-31
