Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
20080361,SA_0000001786,COUNTRY,BRB,YEAR,2011,SEX,MLE,,,,,DATASOURCE,SA_0000001786_BRB,48,,,,,2018-10-25T09:58:05Z,2011,2011-01-01,2011-12-31
20080362,SA_0000001786,COUNTRY,BLZ,YEAR,2011,SEX,BTSX,,,,,DATASOURCE,SA_0000001786_BLZ,27.9,,,,,2018-10-25T09:58:05Z,2011,2011-01-01,2011-12-31
20080363,SA_0000001786,COUNTRY,COK,YEAR,2011,SEX,MLE,,,,,DATASOURCE,SA_0000001786_COK,29.4,,,,,2018-10-25T09:58:06Z,2011,2011-01-01,2011-12-31
20080364,SA_0000001786,COUNTRY,CRI,YEAR,2009,SEX,BTSX,,,,,DATASOURCE,SA_0000001786_CRI,23.6,,,,,2018-10-25T09:58:06Z,2009,2009-01-01,2009-12-31
20080365,SA_0000001786,COUNTRY,DMA,YEAR,2009,SEX,FMLE,,,,,DATASOURCE,SA_0000001786_DMA,54,,,,,2018-10-25T09:58:06Z,2009,2009-01-01,2009-12-31
20080366,SA_0000001786,COUNTRY,SLV,YEAR,2013,SEX,MLE,,,,,DATASOURCE,SA_0000001786_SLV,19.1,,,,,2018-10-25T09:58:06Z,2013,2013-01-01,2013-12-31
20080367,SA_0000001786,COUNTRY,HND,YEAR,2012,SEX,BTSX,,,,,DATASOURCE,SA_0000001786_HND,15.8,,,,,2018-10-25T09:58:06Z,2012,2012-01-01,2012-12-31
20080368,SA_0000001786,COUNTRY,HND,YEAR,2012,SEX,FMLE,,,,,DATASOURCE,SA_0000001786_HND,18.5,,,,,2018-10-25T09:58:06Z,2012,2012-01-01,2012-12-31
20080369,SA_0000001786,COUNTRY,KEN,YEAR,2003,SEX,BTSX,,,,,DATASOURCE,SA_0000001786_KEN,14.6,,,,,2018-10-25T09:58:06Z,2003,2003-01-01,2003-12-31
20080370,SA_0000001786,COUNTRY,KEN,YEAR,2003,SEX,FMLE,,,,,DATASOURCE,SA_0000001786_KEN,12.3,,,,,2018-10-25T09:58:06Z,2003,2003-01-01,2003-12-31
20080371,SA_0000001786,COUNTRY,MUS,YEAR,2011,SEX,MLE,,,,,DATASOURCE,SA_0000001786_MUS,28.1,,,,,2018-10-25T09:58:06Z,2011,2011-01-01,2011-12-31
20080372,SA_0000001786,COUNTRY,MAR,YEAR,2006,SEX,BTSX,,,,,DATASOURCE,SA_0000001786_MAR,3.7,,,,,2018-10-25T09:58:06Z,2006,2006-01-01,2006-12-31
20080373,SA_0000001786,COUNTRY,PHL,YEAR,2011,SEX,FMLE,,,,,DATASOURCE,SA_0000001786_PHL,15.4,,,,,2018-10-25T09:58:06Z,2011,2011-01-01,2011-12-31
20080374,SA_0000001786,COUNTRY,LCA,YEAR,2007,SEX,MLE,,,,,DATASOURCE,SA_0000001786_LCA,59.2,,,,,2018-10-25T09:58:06Z,2007,2007-01-01,2007-12-31
20080375,SA_0000001786,COUNTRY,WSM,YEAR,2011,SEX,BTSX,,,,,DATASOURCE,SA_0000001786_WSM,34.2,,,,,2018-10-25T09:58:06Z,2011,2011-01-01,2011-12-31
20080376,SA_0000001786,COUNTRY,WSM,YEAR,2011,SEX,FMLE,,,,,DATASOURCE,SA_0000001786_WSM,25.4,,,,,2018-10-25T09:58:06Z,2011,2011-01-01,2011-12-31
20080377,SA_0000001786,COUNTRY,MKD,YEAR,2007,SEX,MLE,,,,,DATASOURCE,SA_0000001786_MKD,40.8,,,,,2018-10-25T09:58:06Z,2007,2007-01-01,2007-12-31
20080378,SA_0000001786,COUNTRY,THA,YEAR,2008,SEX,BTSX,,,,,DATASOURCE,SA_0000001786_THA,15.6,,,,,2018-10-25T09:58:06Z,2008,2008-01-01,2008-12-31
20080379,SA_0000001786,COUNTRY,TTO,YEAR,2011,SEX,BTSX,,,,,DATASOURCE,SA_0000001786_TTO,36.4,,,,,2018-10-25T09:58:06Z,2011,2011-01-01,2011-12-31
20080380,SA_0000001786,COUNTRY,GHA,YEAR,2007,SEX,MLE,,,,,DATASOURCE,SA_0000001786_GHA,26.4,,,,,2018-10-25T09:58:06Z,2007,2007-01-01,2007-12-31
20080381,SA_0000001786,COUNTRY,LBN,YEAR,2005,SEX,BTSX,,,,,DATASOURCE,SA_0000001786_LBN,19.5,,,,,2018-10-25T09:58:06Z,2005,2005-01-01,2005-12-31
20080382,SA_0000001786,COUNTRY,LBN,YEAR,2005,SEX,FMLE,,,,,DATASOURCE,SA_0000001786_LBN,12.2,,,,,2018-10-25T09:58:06Z,2005,2005-01-01,2005-12-31
20080383,SA_0000001786,COUNTRY,BGD,YEAR,2014,SEX,MLE,,,,,DATASOURCE,SA_0000001786_BGD,2.1,,,,,2018-10-25T09:58:06Z,2014,2014-01-01,2014-12-31
20080384,SA_0000001786,COUNTRY,BEN,YEAR,2016,SEX,BTSX,,,,,DATASOURCE,SA_0000001786_BEN,39.3,,,,,2018-10-25T09:58:06Z,2016,2016-01-01,2016-12-31
20080385,SA_0000001786,COUNTRY,CHL,YEAR,2013,SEX,MLE,,,,,DATASOURCE,SA_0000001786_CHL,24.7,,,,,2018-10-25T09:58:06Z,2013,2013-01-01,2013-12-31
20080386,SA_0000001786,COUNTRY,COK,YEAR,2010,SEX,BTSX,,,,,DATASOURCE,SA_0000001786_COK,29.1,,,,,2018-10-25T09:58:06Z,2010,2010-01-01,2010-12-31
20080387,SA_0000001786,COUNTRY,IDN,YEAR,2015,SEX,FMLE,,,,,DATASOURCE,SA_0000001786_IDN,1.4,,,,,2018-10-25T09:58:06Z,2015,2015-01-01,2015-12-31
20080388,SA_0000001786,COUNTRY,JAM,YEAR,2017,SEX,MLE,,,,,DATASOURCE,SA_0000001786_JAM,54.8,,,,,2018-10-25T09:58:06Z,2017,2017-01-01,2017-12-31
20080389,SA_0000001786,COUNTRY,LBN,YEAR,2017,SEX,FMLE,,,,,DATASOURCE,SA_0000001786_LBN,14.7,,,,,2018-10-25T09:58:06Z,2017,2017-01-01,2017-12-31
20080390,SA_0000001786,COUNTRY,LBR,YEAR,2017,SEX,MLE,,,,,DATASOURCE,SA_0000001786_LBR,16.4,,,,,2018-10-25T09:58:06Z,2017,2017-01-01,2017-12-31
20080391,SA_0000001786,COUNTRY,SYC,YEAR,2015,SEX,BTSX,,,,,DATASOURCE,SA_0000001786_SYC,47.9,,,,,2018-10-25T09:58:06Z,2015,2015-01-01,2015-12-31
20080392,SA_0000001786,COUNTRY,SYC,YEAR,2015,SEX,FMLE,,,,,DATASOURCE,SA_0000001786_SYC,49.3,,,,,2018-10-25T09:58:06Z,2015,2015-01-01,2015-12-31
20080393,SA_0000001786,COUNTRY,LKA,YEAR,2016,SEX,MLE,,,,,DATASOURCE,SA_0000001786_LKA,3.2,,,,,2018-10-25T09:58:07Z,2016,2016-01-01,2016-12-31
