Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
20076084,SA_0000001520,COUNTRY,GMB,YEAR,2016,BACGROUP,SA_PROFESS_COMMERCE_DRIVERS,,,,,,,none,,,,,2018-10-24T12:22:54Z,2016,2016-01-01,2016-12-31
20076085,SA_0000001520,COUNTRY,KNA,YEAR,2016,BACGROUP,SA_PROFESS_COMMERCE_DRIVERS,,,,,,,0.08%,,,,,2018-10-24T12:22:55Z,2016,2016-01-01,2016-12-31
20076086,SA_0000001520,COUNTRY,LCA,YEAR,2016,BACGROUP,SA_YOUNG_NOVICE_DRIVERS,,,,,,,0.08%,,,,,2018-10-24T12:22:55Z,2016,2016-01-01,2016-12-31
20076087,SA_0000001520,COUNTRY,SUR,YEAR,2016,BACGROUP,SA_GENERAL_POPULATION,,,,,,,0.05%,,,,,2018-10-24T12:22:55Z,2016,2016-01-01,2016-12-31
20076088,SA_0000001520,COUNTRY,GHA,YEAR,2016,BACGROUP,SA_YOUNG_NOVICE_DRIVERS,,,,,,,0.08%,,,,,2018-10-24T12:22:55Z,2016,2016-01-01,2016-12-31
20076089,SA_0000001520,COUNTRY,GNB,YEAR,2016,BACGROUP,SA_PROFESS_COMMERCE_DRIVERS,,,,,,,none,,,,,2018-10-24T12:22:55Z,2016,2016-01-01,2016-12-31
20076090,SA_0000001520,COUNTRY,KEN,YEAR,2016,BACGROUP,SA_YOUNG_NOVICE_DRIVERS,,,,,,,0.08%,,,,,2018-10-24T12:22:55Z,2016,2016-01-01,2016-12-31
20076091,SA_0000001520,COUNTRY,MOZ,YEAR,2016,BACGROUP,SA_GENERAL_POPULATION,,,,,,,0.06%,,,,,2018-10-24T12:22:55Z,2016,2016-01-01,2016-12-31
20076092,SA_0000001520,COUNTRY,MOZ,YEAR,2016,BACGROUP,SA_PROFESS_COMMERCE_DRIVERS,,,,,,,zero tolerance,,,,,2018-10-24T12:22:55Z,2016,2016-01-01,2016-12-31
20076093,SA_0000001520,COUNTRY,CMR,YEAR,2016,BACGROUP,SA_YOUNG_NOVICE_DRIVERS,,,,,,,0.08%,,,,,2018-10-24T12:22:55Z,2016,2016-01-01,2016-12-31
