Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
19844844,SA_0000001740,COUNTRY,VNM,YEAR,2016,,,,,,,,,4,,,,,2018-09-06T10:05:12Z,2016,2016-01-01,2016-12-31
19844845,SA_0000001740,COUNTRY,TUV,YEAR,2016,,,,,,,,,No data,,,,,2018-09-06T10:05:12Z,2016,2016-01-01,2016-12-31
19844846,SA_0000001740,COUNTRY,MYS,YEAR,2016,,,,,,,,,1,,,,,2018-09-06T10:05:12Z,2016,2016-01-01,2016-12-31
19844847,SA_0000001740,COUNTRY,KIR,YEAR,2016,,,,,,,,,1,,,,,2018-09-06T10:05:12Z,2016,2016-01-01,2016-12-31
19844904,SA_0000001740,COUNTRY,AUS,YEAR,2016,,,,,,,,,2,,,,,2018-09-06T10:05:13Z,2016,2016-01-01,2016-12-31
19844905,SA_0000001740,COUNTRY,BRN,YEAR,2016,,,,,,,,,1,,,,,2018-09-06T10:05:13Z,2016,2016-01-01,2016-12-31
19844906,SA_0000001740,COUNTRY,NIU,YEAR,2016,,,,,,,,,No data,,,,,2018-09-06T10:05:13Z,2016,2016-01-01,2016-12-31
19844907,SA_0000001740,COUNTRY,PHL,YEAR,2016,,,,,,,,,4,,,,,2018-09-06T10:05:13Z,2016,2016-01-01,2016-12-31
19844958,SA_0000001740,COUNTRY,CHN,YEAR,2016,,,,,,,,,2,,,,,2018-09-06T10:05:15Z,2016,2016-01-01,2016-12-31
19844959,SA_0000001740,COUNTRY,FJI,YEAR,2016,,,,,,,,,1,,,,,2018-09-06T10:05:15Z,2016,2016-01-01,2016-12-31
19845021,SA_0000001740,COUNTRY,PLW,YEAR,2016,,,,,,,,,No data,,,,,2018-09-06T10:05:16Z,2016,2016-01-01,2016-12-31
19845022,SA_0000001740,COUNTRY,PNG,YEAR,2016,,,,,,,,,2,,,,,2018-09-06T10:05:16Z,2016,2016-01-01,2016-12-31
19845068,SA_0000001740,COUNTRY,MNG,YEAR,2016,,,,,,,,,5,,,,,2018-09-06T10:05:17Z,2016,2016-01-01,2016-12-31
19845069,SA_0000001740,COUNTRY,NZL,YEAR,2016,,,,,,,,,2,,,,,2018-09-06T10:05:17Z,2016,2016-01-01,2016-12-31
19845070,SA_0000001740,COUNTRY,KOR,YEAR,2016,,,,,,,,,2,,,,,2018-09-06T10:05:17Z,2016,2016-01-01,2016-12-31
19845071,SA_0000001740,COUNTRY,SGP,YEAR,2016,,,,,,,,,1,,,,,2018-09-06T10:05:17Z,2016,2016-01-01,2016-12-31
19845119,SA_0000001740,COUNTRY,COK,YEAR,2016,,,,,,,,,No data,,,,,2018-09-06T10:05:18Z,2016,2016-01-01,2016-12-31
19845120,SA_0000001740,COUNTRY,FSM,YEAR,2016,,,,,,,,,2,,,,,2018-09-06T10:05:18Z,2016,2016-01-01,2016-12-31
19845121,SA_0000001740,COUNTRY,SLB,YEAR,2016,,,,,,,,,2,,,,,2018-09-06T10:05:18Z,2016,2016-01-01,2016-12-31
19845174,SA_0000001740,COUNTRY,JPN,YEAR,2016,,,,,,,,,2,,,,,2018-09-06T10:05:19Z,2016,2016-01-01,2016-12-31
19845175,SA_0000001740,COUNTRY,LAO,YEAR,2016,,,,,,,,,5,,,,,2018-09-06T10:05:19Z,2016,2016-01-01,2016-12-31
19845176,SA_0000001740,COUNTRY,MHL,YEAR,2016,,,,,,,,,No data,,,,,2018-09-06T10:05:19Z,2016,2016-01-01,2016-12-31
19845177,SA_0000001740,COUNTRY,TON,YEAR,2016,,,,,,,,,1,,,,,2018-09-06T10:05:19Z,2016,2016-01-01,2016-12-31
19845178,SA_0000001740,COUNTRY,VUT,YEAR,2016,,,,,,,,,1,,,,,2018-09-06T10:05:19Z,2016,2016-01-01,2016-12-31
19838978,SA_0000001740,COUNTRY,BDI,YEAR,2016,,,,,,,,,5,,,,,2018-09-06T10:03:07Z,2016,2016-01-01,2016-12-31
19838979,SA_0000001740,COUNTRY,CIV,YEAR,2016,,,,,,,,,5,,,,,2018-09-06T10:03:07Z,2016,2016-01-01,2016-12-31
19838980,SA_0000001740,COUNTRY,GMB,YEAR,2016,,,,,,,,,4,,,,,2018-09-06T10:03:07Z,2016,2016-01-01,2016-12-31
19838981,SA_0000001740,COUNTRY,MUS,YEAR,2016,,,,,,,,,2,,,,,2018-09-06T10:03:07Z,2016,2016-01-01,2016-12-31
19838982,SA_0000001740,COUNTRY,SEN,YEAR,2016,,,,,,,,,2,,,,,2018-09-06T10:03:07Z,2016,2016-01-01,2016-12-31
19838983,SA_0000001740,COUNTRY,TZA,YEAR,2016,,,,,,,,,5,,,,,2018-09-06T10:03:07Z,2016,2016-01-01,2016-12-31
19839087,SA_0000001740,COUNTRY,TGO,YEAR,2016,,,,,,,,,4,,,,,2018-09-06T10:03:10Z,2016,2016-01-01,2016-12-31
19839088,SA_0000001740,COUNTRY,ZAF,YEAR,2016,,,,,,,,,5,,,,,2018-09-06T10:03:10Z,2016,2016-01-01,2016-12-31
19839089,SA_0000001740,COUNTRY,LBR,YEAR,2016,,,,,,,,,5,,,,,2018-09-06T10:03:10Z,2016,2016-01-01,2016-12-31
19839090,SA_0000001740,COUNTRY,KEN,YEAR,2016,,,,,,,,,4,,,,,2018-09-06T10:03:10Z,2016,2016-01-01,2016-12-31
19839091,SA_0000001740,COUNTRY,CAF,YEAR,2016,,,,,,,,,5,,,,,2018-09-06T10:03:10Z,2016,2016-01-01,2016-12-31
19839092,SA_0000001740,COUNTRY,CPV,YEAR,2016,,,,,,,,,3,,,,,2018-09-06T10:03:10Z,2016,2016-01-01,2016-12-31
19839181,SA_0000001740,COUNTRY,DZA,YEAR,2016,,,,,,,,,1,,,,,2018-09-06T10:03:12Z,2016,2016-01-01,2016-12-31
19839182,SA_0000001740,COUNTRY,ETH,YEAR,2016,,,,,,,,,4,,,,,2018-09-06T10:03:12Z,2016,2016-01-01,2016-12-31
19839183,SA_0000001740,COUNTRY,GAB,YEAR,2016,,,,,,,,,5,,,,,2018-09-06T10:03:12Z,2016,2016-01-01,2016-12-31
19839184,SA_0000001740,COUNTRY,MOZ,YEAR,2016,,,,,,,,,3,,,,,2018-09-06T10:03:12Z,2016,2016-01-01,2016-12-31
19839185,SA_0000001740,COUNTRY,NAM,YEAR,2016,,,,,,,,,5,,,,,2018-09-06T10:03:12Z,2016,2016-01-01,2016-12-31
19839279,SA_0000001740,COUNTRY,BEN,YEAR,2016,,,,,,,,,4,,,,,2018-09-06T10:03:14Z,2016,2016-01-01,2016-12-31
19839280,SA_0000001740,COUNTRY,BFA,YEAR,2016,,,,,,,,,5,,,,,2018-09-06T10:03:14Z,2016,2016-01-01,2016-12-31
19839281,SA_0000001740,COUNTRY,MWI,YEAR,2016,,,,,,,,,3,,,,,2018-09-06T10:03:14Z,2016,2016-01-01,2016-12-31
19839282,SA_0000001740,COUNTRY,MRT,YEAR,2016,,,,,,,,,1,,,,,2018-09-06T10:03:14Z,2016,2016-01-01,2016-12-31
19839283,SA_0000001740,COUNTRY,STP,YEAR,2016,,,,,,,,,5,,,,,2018-09-06T10:03:14Z,2016,2016-01-01,2016-12-31
19839284,SA_0000001740,COUNTRY,SYC,YEAR,2016,,,,,,,,,4,,,,,2018-09-06T10:03:14Z,2016,2016-01-01,2016-12-31
19839384,SA_0000001740,COUNTRY,AGO,YEAR,2016,,,,,,,,,5,,,,,2018-09-06T10:03:16Z,2016,2016-01-01,2016-12-31
19839385,SA_0000001740,COUNTRY,ERI,YEAR,2016,,,,,,,,,3,,,,,2018-09-06T10:03:17Z,2016,2016-01-01,2016-12-31
19839386,SA_0000001740,COUNTRY,SWZ,YEAR,2016,,,,,,,,,5,,,,,2018-09-06T10:03:17Z,2016,2016-01-01,2016-12-31
19839387,SA_0000001740,COUNTRY,NER,YEAR,2016,,,,,,,,,2,,,,,2018-09-06T10:03:17Z,2016,2016-01-01,2016-12-31
19839388,SA_0000001740,COUNTRY,NGA,YEAR,2016,,,,,,,,,5,,,,,2018-09-06T10:03:17Z,2016,2016-01-01,2016-12-31
19839479,SA_0000001740,COUNTRY,COD,YEAR,2016,,,,,,,,,5,,,,,2018-09-06T10:03:19Z,2016,2016-01-01,2016-12-31
19839480,SA_0000001740,COUNTRY,GHA,YEAR,2016,,,,,,,,,4,,,,,2018-09-06T10:03:19Z,2016,2016-01-01,2016-12-31
19839481,SA_0000001740,COUNTRY,GNB,YEAR,2016,,,,,,,,,5,,,,,2018-09-06T10:03:19Z,2016,2016-01-01,2016-12-31
19839482,SA_0000001740,COUNTRY,ZMB,YEAR,2016,,,,,,,,,4,,,,,2018-09-06T10:03:19Z,2016,2016-01-01,2016-12-31
19839483,SA_0000001740,COUNTRY,COG,YEAR,2016,,,,,,,,,5,,,,,2018-09-06T10:03:19Z,2016,2016-01-01,2016-12-31
19839575,SA_0000001740,COUNTRY,BWA,YEAR,2016,,,,,,,,,4,,,,,2018-09-06T10:03:21Z,2016,2016-01-01,2016-12-31
19839576,SA_0000001740,COUNTRY,COM,YEAR,2016,,,,,,,,,1,,,,,2018-09-06T10:03:21Z,2016,2016-01-01,2016-12-31
19839577,SA_0000001740,COUNTRY,GNQ,YEAR,2016,,,,,,,,,5,,,,,2018-09-06T10:03:21Z,2016,2016-01-01,2016-12-31
19839578,SA_0000001740,COUNTRY,GIN,YEAR,2016,,,,,,,,,2,,,,,2018-09-06T10:03:21Z,2016,2016-01-01,2016-12-31
19839579,SA_0000001740,COUNTRY,MLI,YEAR,2016,,,,,,,,,2,,,,,2018-09-06T10:03:21Z,2016,2016-01-01,2016-12-31
19839580,SA_0000001740,COUNTRY,RWA,YEAR,2016,,,,,,,,,4,,,,,2018-09-06T10:03:21Z,2016,2016-01-01,2016-12-31
19839581,SA_0000001740,COUNTRY,SLE,YEAR,2016,,,,,,,,,5,,,,,2018-09-06T10:03:21Z,2016,2016-01-01,2016-12-31
19839582,SA_0000001740,COUNTRY,ZWE,YEAR,2016,,,,,,,,,4,,,,,2018-09-06T10:03:21Z,2016,2016-01-01,2016-12-31
19839679,SA_0000001740,COUNTRY,CMR,YEAR,2016,,,,,,,,,5,,,,,2018-09-06T10:03:23Z,2016,2016-01-01,2016-12-31
19839680,SA_0000001740,COUNTRY,TCD,YEAR,2016,,,,,,,,,4,,,,,2018-09-06T10:03:23Z,2016,2016-01-01,2016-12-31
19839681,SA_0000001740,COUNTRY,LSO,YEAR,2016,,,,,,,,,5,,,,,2018-09-06T10:03:23Z,2016,2016-01-01,2016-12-31
19839682,SA_0000001740,COUNTRY,MDG,YEAR,2016,,,,,,,,,3,,,,,2018-09-06T10:03:23Z,2016,2016-01-01,2016-12-31
19839683,SA_0000001740,COUNTRY,SSD,YEAR,2016,,,,,,,,,4,,,,,2018-09-06T10:03:23Z,2016,2016-01-01,2016-12-31
19839684,SA_0000001740,COUNTRY,UGA,YEAR,2016,,,,,,,,,5,,,,,2018-09-06T10:03:23Z,2016,2016-01-01,2016-12-31
19840502,SA_0000001740,COUNTRY,CHL,YEAR,2016,,,,,,,,,3,,,,,2018-09-06T10:03:41Z,2016,2016-01-01,2016-12-31
19840503,SA_0000001740,COUNTRY,SLV,YEAR,2016,,,,,,,,,5,,,,,2018-09-06T10:03:42Z,2016,2016-01-01,2016-12-31
19840504,SA_0000001740,COUNTRY,MEX,YEAR,2016,,,,,,,,,3,,,,,2018-09-06T10:03:42Z,2016,2016-01-01,2016-12-31
19840505,SA_0000001740,COUNTRY,URY,YEAR,2016,,,,,,,,,3,,,,,2018-09-06T10:03:42Z,2016,2016-01-01,2016-12-31
19840583,SA_0000001740,COUNTRY,CRI,YEAR,2016,,,,,,,,,2,,,,,2018-09-06T10:03:43Z,2016,2016-01-01,2016-12-31
19840584,SA_0000001740,COUNTRY,DMA,YEAR,2016,,,,,,,,,No data,,,,,2018-09-06T10:03:43Z,2016,2016-01-01,2016-12-31
19840585,SA_0000001740,COUNTRY,KNA,YEAR,2016,,,,,,,,,No data,,,,,2018-09-06T10:03:43Z,2016,2016-01-01,2016-12-31
19840586,SA_0000001740,COUNTRY,VCT,YEAR,2016,,,,,,,,,3,,,,,2018-09-06T10:03:43Z,2016,2016-01-01,2016-12-31
19840658,SA_0000001740,COUNTRY,BHS,YEAR,2016,,,,,,,,,3,,,,,2018-09-06T10:03:45Z,2016,2016-01-01,2016-12-31
19840659,SA_0000001740,COUNTRY,BRB,YEAR,2016,,,,,,,,,2,,,,,2018-09-06T10:03:45Z,2016,2016-01-01,2016-12-31
19840660,SA_0000001740,COUNTRY,HND,YEAR,2016,,,,,,,,,3,,,,,2018-09-06T10:03:45Z,2016,2016-01-01,2016-12-31
19840661,SA_0000001740,COUNTRY,JAM,YEAR,2016,,,,,,,,,2,,,,,2018-09-06T10:03:45Z,2016,2016-01-01,2016-12-31
19840662,SA_0000001740,COUNTRY,VEN,YEAR,2016,,,,,,,,,4,,,,,2018-09-06T10:03:45Z,2016,2016-01-01,2016-12-31
