Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
19844855,SA_0000001742,COUNTRY,COK,YEAR,2016,SEX,MLE,,,,,,,No data,,,,,2018-09-06T10:05:12Z,2016,2016-01-01,2016-12-31
19844856,SA_0000001742,COUNTRY,FJI,YEAR,2016,SEX,MLE,,,,,,,24,,,,,2018-09-06T10:05:12Z,2016,2016-01-01,2016-12-31
19844857,SA_0000001742,COUNTRY,JPN,YEAR,2016,SEX,MLE,,,,,,,32.7,,,,,2018-09-06T10:05:12Z,2016,2016-01-01,2016-12-31
19844858,SA_0000001742,COUNTRY,NRU,YEAR,2016,SEX,FMLE,,,,,,,No data,,,,,2018-09-06T10:05:12Z,2016,2016-01-01,2016-12-31
19844859,SA_0000001742,COUNTRY,NZL,YEAR,2016,SEX,FMLE,,,,,,,28.2,,,,,2018-09-06T10:05:12Z,2016,2016-01-01,2016-12-31
19844860,SA_0000001742,COUNTRY,SGP,YEAR,2016,SEX,MLE,,,,,,,39.8,,,,,2018-09-06T10:05:12Z,2016,2016-01-01,2016-12-31
19844861,SA_0000001742,COUNTRY,SLB,YEAR,2016,SEX,MLE,,,,,,,16.7,,,,,2018-09-06T10:05:12Z,2016,2016-01-01,2016-12-31
19844915,SA_0000001742,COUNTRY,AUS,YEAR,2016,SEX,MLE,,,,,,,48,,,,,2018-09-06T10:05:14Z,2016,2016-01-01,2016-12-31
19844916,SA_0000001742,COUNTRY,BRN,YEAR,2016,SEX,FMLE,,,,,,,12,,,,,2018-09-06T10:05:14Z,2016,2016-01-01,2016-12-31
19844917,SA_0000001742,COUNTRY,MYS,YEAR,2016,SEX,MLE,,,,,,,17.6,,,,,2018-09-06T10:05:14Z,2016,2016-01-01,2016-12-31
19844918,SA_0000001742,COUNTRY,MHL,YEAR,2016,SEX,FMLE,,,,,,,No data,,,,,2018-09-06T10:05:14Z,2016,2016-01-01,2016-12-31
19844919,SA_0000001742,COUNTRY,PNG,YEAR,2016,SEX,FMLE,,,,,,,10.5,,,,,2018-09-06T10:05:14Z,2016,2016-01-01,2016-12-31
19844920,SA_0000001742,COUNTRY,PHL,YEAR,2016,SEX,MLE,,,,,,,29.4,,,,,2018-09-06T10:05:14Z,2016,2016-01-01,2016-12-31
19844921,SA_0000001742,COUNTRY,KOR,YEAR,2016,SEX,FMLE,,,,,,,24.8,,,,,2018-09-06T10:05:14Z,2016,2016-01-01,2016-12-31
19844922,SA_0000001742,COUNTRY,VUT,YEAR,2016,SEX,MLE,,,,,,,16.1,,,,,2018-09-06T10:05:14Z,2016,2016-01-01,2016-12-31
19844923,SA_0000001742,COUNTRY,VNM,YEAR,2016,SEX,FMLE,,,,,,,19.6,,,,,2018-09-06T10:05:14Z,2016,2016-01-01,2016-12-31
19844968,SA_0000001742,COUNTRY,KIR,YEAR,2016,SEX,MLE,,,,,,,15,,,,,2018-09-06T10:05:15Z,2016,2016-01-01,2016-12-31
19844969,SA_0000001742,COUNTRY,LAO,YEAR,2016,SEX,MLE,,,,,,,32.2,,,,,2018-09-06T10:05:15Z,2016,2016-01-01,2016-12-31
19844970,SA_0000001742,COUNTRY,FSM,YEAR,2016,SEX,FMLE,,,,,,,12.5,,,,,2018-09-06T10:05:15Z,2016,2016-01-01,2016-12-31
19844971,SA_0000001742,COUNTRY,MNG,YEAR,2016,SEX,FMLE,,,,,,,22.3,,,,,2018-09-06T10:05:15Z,2016,2016-01-01,2016-12-31
19844972,SA_0000001742,COUNTRY,TON,YEAR,2016,SEX,MLE,,,,,,,17.4,,,,,2018-09-06T10:05:15Z,2016,2016-01-01,2016-12-31
